"","agency_name","position_title","attorney","employer","start_date","end_date","title","notes"
"304","Environmental Protection Agency","Special Advisor for Public Affairs","James Hewitt","Trilennium Productions, inc",2017,NA,"media consultant",NA
"305","Environmental Protection Agency","Special Advisor for Public Affairs","James Hewitt","Dezenhall Resources, Ltd",2017,NA,"Senior Director",NA
"306","Environmental Protection Agency","Special Advisor for Public Affairs","James Hewitt","Trilennium Productions, inc",2017,NA,"associate producer",NA
"307","Agriculture","Staff Assistant","Jordan P. Bonfitto","",2017,NA,"",NA
"308","White House Office","Policy Advisor","Jordan P. Bonfitto","Beachside Property Management",NA,NA,"Property Manager",NA
"309","Transportation","Deputy Assistant Secretary for Transportation Policy","Grover C. Burthey","PIMCO",2017,2019,"",NA
"310","Transportation","Deputy Assistant Secretary for Transportation Policy","Grover C. Burthey","PIMCO",2017,2019,"Vice President",NA
"311","Transportation","Administrator","Peter E. Cipriano","Citizens Budget Commission",2017,NA,"Research and write/present findings on issues related to municipal finance, policy, and public transportation in the New York region.",NA
"312","Transportation","Administrator","Peter E. Cipriano","Baruch College",2017,NA,"Provided research and logistical support to a professor at the college.",NA
"313","Transportation","Administrator","Peter E. Cipriano","Citizens Budget Commission",2017,NA,"Public Policy Fellow",NA
"314","Transportation","Administrator","Peter E. Cipriano","Research Foundation of the City University of New York",2017,NA,"Research Assistant",NA
"315","Transportation","Administrator","Peter E. Cipriano","Baruch College",2017,NA,"Graduate Assistant",NA
"316","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Wilmer Cutler Pickering Hale and Dorr LLP",NA,NA,"",NA
"317","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Bank of America Corporation",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr.  Provided legal services.",NA
"318","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Google, Inc.",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"319","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Renaissance Technologies, LLC",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"320","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","JPMorgan Chase & Co.",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"321","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","The Goldman Sachs Group, Inc.",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"322","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","RBS Securities Inc.",NA,NA,"lient of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"323","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Michael Gortenburg",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"324","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Scott Asner",NA,NA,"Client of Wilmer Cutler Pickering Hale and Dorr. Provided legal services.",NA
"325","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","1 confidential client not disclosed",NA,NA,"",NA
"326","White House Office","Special Assistant to the President and Associate Counsel to the President","Dino Luigi LaVerghetta","Wilmer Cutler Pickering Hale and Dorr LLP",NA,NA,"Counsel",NA
"327","Environmental Protection Agency","Deputy Associate Administrator for Congressional and Intergovernmental Relations","Aaron Ringel","",2017,2019,"",NA
"328","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Stanford Law School",NA,NA,"Visiting Professor of Law",NA
"329","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Scott PLLC",NA,NA,"Legal services",NA
"330","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","James Otis Law Group",NA,NA,"Legal services",NA
"331","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Hoover Institution",NA,NA,"Visiting Fellow",NA
"332","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","University of Texas",NA,NA,"Searle Visiting Professor of Law",NA
"333","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Office of the Attorney General of Texas",NA,NA,"Solicitor General of Texas",NA
"334","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Texas Values",NA,NA,"Contract legal work",NA
"335","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Texas Alliance for Life Trust Fund",NA,NA,"Contract legal work",NA
"336","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Schaerr | Duncan LLP",NA,NA,"Legal services performed through James Otis Law Group",NA
"337","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Federalist Society",NA,NA,"Honoraria for speaking engagements",NA
"338","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Alliance Defending Freedom",NA,NA,"Legal services performed through James Otis Law Group",NA
"339","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Thomas More Society",NA,NA,"Legal services performed through James Otis Law Group",NA
"340","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Texas Realtors Association",NA,NA,"Legal services performed through Scott PLLC",NA
"341","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","McGuire Law P.C.",NA,NA,"Legal services",NA
"342","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","VML Insurance Company",NA,NA,"Legal services performed through James Otis Law Group via Schaerr | Duncan LLP",NA
"343","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Scott PLLC",NA,NA,"Senior Counsel",NA
"344","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","James Otis Law Group",NA,NA,"Senior Counsel",NA
"345","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Office of the Attorney General of Texas",NA,NA,"Solicitor General",NA
"346","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Trump for America, Inc.",NA,NA,"Volunteer Attorney",NA
"347","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Texas Values",NA,NA,"Contract Attorney",NA
"348","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","Texas Alliance for Life Trust Fund",NA,NA,"Contract Attorney",NA
"349","Administrative Conference of the U.S.","Chairman","Jonathan F. Mitchell","McGuire Law P.C.",NA,NA,"Contract Attorney",NA
"350","Treasury","Deputy Chief of Staff","Alden Randolph Wood","Republican Governor's Association",2017,2018,"Executive Roundtable Director, Northeast and Deputy Recruitment Director",NA
"351","Treasury","Deputy Chief of Staff","Alden Randolph Wood","Scott K Walker",2017,2018,"Deputy Finance Director",NA
"352","Treasury","Deputy Chief of Staff","Alden Randolph Wood","Unintimidated PAC Inc.",2017,2018,"Deputy Finance Director",NA
"353","Treasury","Deputy Chief of Staff","Alden Randolph Wood","Scott Walker Inc.",2017,2018,"Deputy Finance Director",NA
"354","Treasury","Deputy Chief of Staff","Alden Randolph Wood","Republican National Committee",2017,2018,"Major Donor Director",NA
"355","Treasury","Deputy Chief of Staff","Alden Randolph Wood","58th Presidential Inaugural Committee",2017,2018,"Finance Director",NA
"356","Transportation","Special Assistant for Scheduling and Advance","Andrew L. Fink","58th Presidential Inaugural Committee",2017,2018,"Senior Press Lead for the inaugural parade.",NA
"357","Transportation","Special Assistant for Scheduling and Advance","Andrew L. Fink","Republican Party of Florida",2017,2018,"Regional Field Representative",NA
"358","Transportation","Special Assistant for Scheduling and Advance","Andrew L. Fink","Marco Rubio for President",2017,2018,"Regional Field Representative",NA
"359","Transportation","Special Assistant for Scheduling and Advance","Andrew L. Fink","The Heritage Foundation",2017,2018,"Margaret Thatcher Center for Freedom Intern",NA
"360","Agriculture","Confidential Assistant","Rachel Helen Pick","Levy Restaurants",2017,NA,"Waitress",NA
"361","White House Office","Policy Advisor","Kristi Boswell","American Farm Bureau Federation",NA,NA,"DIRECTOR CONGRESSIONA L RELATIONS",NA
"362","Transportation","Director of Governmental Affairs","James Wiley Deck","Mica for Congress",2017,NA,"Fundraising",NA
"363","Office of the Special Counsel","Special Counsel","Henry Kerner","Cause of Action Institute",2017,NA,"Assistant Vice President for Investigations",NA
"364","Office of the Special Counsel","Special Counsel","Henry Kerner","Cause of Action Institute",2017,NA,"Asst VP",NA
"365","Treasury","Deputy Assistant Secretary for Legislative Affairs (Appropriations and Management)","Andrew Tyler Newton","",2017,2018,"",NA
"366","Treasury","Senior Advisor","Austin Whaley Bramwell","Milbank, Tweed, Hadley & McCloy LLP",2017,2018,"Legal services to confidential clients.  All client services rendered here were for sensitive legal matters with the clear understanding that their names and the nature of the legal services provided would remain confidential.",NA
"367","Treasury","Senior Advisor","Austin Whaley Bramwell","JPMorgan Chase & Co.",2017,2018,"Legal services (client of Milbank, Tweed, Hadley & McCloy LLP)",NA
"368","Treasury","Senior Advisor","Austin Whaley Bramwell","Trustees of Trusts (NY Co. Sur. Ct. File No. 2004/3624)",2017,2018,"Legal services (clients of Milbank, Tweed, Hadley & McCloy LLP)",NA
"369","Treasury","Senior Advisor","Austin Whaley Bramwell","Executors of Estate (NY Co. Surr. Ct. File # 2016-2672)",2017,2018,"Legal services (clients of Milbank, Tweed, Hadley & McCloy LLP)",NA
"370","Treasury","Senior Advisor","Austin Whaley Bramwell","Executors of Estate (NY Co. Surr. Ct. File #2014/4352)",2017,2018,"Legal services (clients of Milbank, Tweed, Hadley & McCloy LLP)",NA
"371","Treasury","Senior Advisor","Austin Whaley Bramwell","Ludwig Institute",2017,2018,"Legal services (client of Milbank, Tweed, Hadley & McCloy LLP)",NA
"372","Treasury","Senior Advisor","Austin Whaley Bramwell","Executor of Estate (NY Co. Surr. Ct. 2016/3157)",2017,2018,"Legal services (client of Milbank, Tweed, Hadley & McCloy LLP)",NA
"373","Treasury","Senior Advisor","Austin Whaley Bramwell","Personal Representatives of Estate (MA Probate Court, Middlesex Div Docket # 15P6995EA)",2017,2018,"Legal services (clients of Milbank, Tweed, Hadley & McCloy LLP)",NA
"374","Treasury","Senior Advisor","Austin Whaley Bramwell","Milbank, Tweed, Hadley & McCloy LLP",2017,2018,"Partner",NA
"375","Treasury","Senior Advisor","Austin Whaley Bramwell","New York University School of Law",2017,2018,"Adjunct Professor of Law",NA
"376","Treasury","Senior Advisor","Austin Whaley Bramwell","Estate of a Family Member",2017,2018,"Co-Executor",NA
"377","Treasury","Senior Advisor","Austin Whaley Bramwell","Guardianship estate of a family member",2017,2018,"Guardian of the property of a family member; Trustee of family member's Supplemental Needs Trust",NA
"378","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","O'Melveny & Myers LLP",2017,NA,"Legal Services",NA
"379","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Stanford University",2017,NA,"Consulting Associate Professor",NA
"380","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Alibaba Group Holdings Limited (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"381","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","BB&T Corporation (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"382","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","BNY Capital Partners (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"383","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Chain Bridge Partners, LLC (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"384","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","China Investment Corporation (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"385","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Christie's Inc. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"386","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","CIT Group, Inc. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"387","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Citicorp North America, Inc. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"388","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Colony Capital LLC (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"389","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Competitive Enterprise Institute (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"390","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Credit Suisse (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"391","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Cross River Bank (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"392","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Deutsche Bank Securities, Inc. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"393","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Eaglerider (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"394","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Fannie Mae (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"395","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Ford Motor Company (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"396","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Gaja Advisors Ltd. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"397","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Health Care Service Corporation (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"398","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","HID Global Corporation (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"399","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Hutchins, Glenn (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"400","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Merced Capital Partners LLC (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"401","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","LaGuardia Gateway Partners LLC (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"402","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","LendingClub Corporation (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"403","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Morgan Stanley (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"404","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Ocwen Financial Corporation (client O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"405","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Orange County Trust Company (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"406","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Pacific Alliance Group (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"407","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Pacific Mercantile Bancorp (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"408","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Prudential Insurance Corporation of America (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"409","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","Rothschild Inc. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"410","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","United Health Group (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"411","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","US Airways Group, Inc. (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"412","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","US Bancorp (client of O'Melveny & Myers LLP)",2017,NA,"Legal Services",NA
"413","Treasury","Deputy Assistant Secretary, Financial Stability Oversight Council","Bimal Patel","O'Melveny & Myers LLP",2017,NA,"Partner",NA
"414","National Labor Relations Board","Board Member","William J. Emanuel","MasTec, Inc.",2017,NA,"Legal Services",NA
"415","National Labor Relations Board","Board Member","William J. Emanuel","Littler Mendelson PC",2017,NA,"Legal Services",NA
"416","National Labor Relations Board","Board Member","William J. Emanuel","Amtrust Financial Services, Inc.",2017,NA,"Legal Services",NA
"417","National Labor Relations Board","Board Member","William J. Emanuel","Atlas Air, Inc.",2017,NA,"Legal Services",NA
"418","National Labor Relations Board","Board Member","William J. Emanuel","Automatic Labs, Inc.",2017,NA,"Legal Services",NA
"419","National Labor Relations Board","Board Member","William J. Emanuel","Banker's Toolbox",2017,NA,"Legal Services",NA
"420","National Labor Relations Board","Board Member","William J. Emanuel","BDI Insulation",2017,NA,"Legal Services",NA
