id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url,new_financial_disclosure_addition
"1203","State","Robert Wood Johnson IV","Ambassador, United Kingdom","","","","2017-08-03","","https://www.documentcloud.org/documents/4388257-Robert-Wood-Johnson-IV-Financial-Disclosure.html","","","","14","robert-wood-johnson-iv","","","","","state","","","","","","","","","Johnson","","","","","",""
"38","Environmental Protection Agency","Nancy B. Beck","Deputy Assistant Administrator for Chemical Safety and Pollution Prevention","","","$134,789-$164,200*","2017-04-30","","https://www.documentcloud.org/documents/4387728-Nancy-Beck-Financial-Disclosure.html","","","","67","nancy-b-beck","","","","","environmental-protection-agency","false","","","","","","","","Beck","","","White House Office","","",""
"1961","Treasury","Frank Anthony Ragusa","Special Assistant","","","","2017-05-15","2018-05-04","https://www.documentcloud.org/documents/6419822-Frank-Anthony-Ragusa-Financial-Disclosure.html","","","","69","frank-anthony-ragusa","","","","","treasury","","","","","","","","","Ragusa","","","","","",""
"1962","Treasury","Geoffrey William Seiji Okamoto","Deputy Assistant Secretary ( International Development Policy)","Deputy Undersecretary/Designated Assistant Secretary for International Finance","","","2017-05-01","","https://www.documentcloud.org/documents/6419823-Geoffrey-William-Seiji-Okamoto-Financial.html","","","","69","geoffrey-william-seiji-okamoto","","","","","treasury","","","","","","","","","Okamoto","true","","","","",""
"74","Environmental Protection Agency","Christian Rodrick","Special Assistant to the Deputy Associate Administrator for Congressional and Intergovernmental Relations","","","$62,303","2017-07-09","","https://www.documentcloud.org/documents/4387757-Christian-Rodrick-Financial-Disclosure.html","","","","67","christian-rodrick","true","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/christian-rodrick-b7908360/","","","","","Rodrick","","","","","",""
"43","Environmental Protection Agency","Elizabeth Bowman","Deputy Associate Administrator for Public Affairs","Associate Administrator for Public Affairs","","$161,900","2017-05-14","2018-05-11","https://www.documentcloud.org/documents/4387734-Elizabeth-Bowman-Financial-Disclosure.html","","","","67","elizabeth-bowman","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/lizsnyderbowman/","","","","","Bowman","","","","","",""
"52","Environmental Protection Agency","Nicholas Falvo","Special Assistant to the Senior Advisor","","","$85,035","2017-07-16","","https://www.documentcloud.org/documents/4387736-Nicholas-Falvo-Financial-Disclosure.html","","","","67","nicholas-falvo","true","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/nick-falvo-6734483/","","","","","Falvo","","","","","",""
"53","Environmental Protection Agency","Hayley Ford","Deputy White House Liaison","","","$101,116","2017-05-14","2018-07-21","https://www.documentcloud.org/documents/4387741-Hayley-Ford-Financial-Disclosure.html","","","","67","hayley-ford","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/hayley-ford-b2b71519/","","","","","Ford","","","","","",""
"49","Environmental Protection Agency","Alexander Dominguez","Policy Analyst to the Senior Advisor to the Administrator for Air and Radiation","","","$56,233-$73,105","2017-05-21","","https://www.documentcloud.org/documents/4387527-Alexander-Dominguez-Financial-Disclosure.html","","","","67","alexander-dominguez","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/alexander-dominguez-aa169261/","","","","","Dominguez","","","","","",""
"48","Environmental Protection Agency","Patrick J. Davis","Senior Advisor","","","$161,900","2017-01-21","","https://www.documentcloud.org/documents/3766122-Davis-Patrick.html","","","","67","patrick-j-davis","true","","","","environmental-protection-agency","","","","","","","","","Davis","","","","","",""
"1976","Treasury","Matthew Button \"Matt\" Kellogg","Assistant Secretary (Legislative Affairs)","Deputy Assistant Secretary for Legislative Affairs (Banking and Finance, and Terrorism and Financial Intelligence)","","","2017-03-29","2018-04-28","https://www.documentcloud.org/documents/6420136-Matthew-Button-Matt-Kellogg-Financial-Disclosure.html","","","","69","matthew-button-matt-kellogg","true","","","","treasury","","","","","Matt Kellogg is the Deputy Assistant Secretary for Banking and Finance in the Office of Legislative Affairs at the U.S. Department of the Treasury. He is a graduate of Albany Law  School in New York and is a member of the New York State Bar.","LinkedIn","https://www.linkedin.com/in/matt-kellogg-98855188/","","Kellogg","","","","","",""
"1973","Treasury","Martha Maria Pacold","Executive Secretary","Deputy General Counsel","","","2017-03-27","","https://www.documentcloud.org/documents/6419834-Martha-Maria-Pacold-Financial-Disclosure.html","","","","69","martha-maria-pacold","","","","","treasury","","","","","","","","","Pacold","","","","","",""
"1974","Treasury","Mary Sobczak","Special Assistant","","","","2017-10-10","2018-08-18","https://www.documentcloud.org/documents/6419835-Mary-Sobczak-Financial-Disclosure.html","","","","69","mary-sobczak","","","","","treasury","","","","https://www.linkedin.com/in/mary-sobczak-65158b11a/","","","","","Sobczak","","","White House Office","","",""
"1986","White House Office","Ryan Donley Brady","Associate Counsel to the President","","","","","","https://www.documentcloud.org/documents/6419846-Ryan-Donley-Brady-Financial-Disclosure.html","","","","39","ryan-donley-brady-white-house-office","","","","","white-house-office","","","","","","","","","Brady","","","","","",""
"54","Environmental Protection Agency","Dennis Forsgren","Deputy Assistant Administrator for Water","","","$172,100","2017-07-09","","https://www.documentcloud.org/documents/4387742-Dennis-Forsgren-Financial-Disclosure.html","https://www.documentcloud.org/documents/4367218-Forsgren-Dennis-Waiver.html","","","67","dennis-forsgren","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/d-forsgren-062840a/","","","","","Forsgren","","","","","",""
"1977","Treasury","Michael J. Desmond","Chief Counsel, Internal Revenue Service","Assistant General Counsel","","","2018-03-02","","https://www.documentcloud.org/documents/6419836-Michael-J-Desmond-Financial-Disclosure.html","","","","69","michael-j-desmond","","","","","treasury","","","","","","","","","Desmond","","","","","",""
"1978","Treasury","Michael Kipp Kranbuhl","Deputy Assistant Secretary (Small Business, Community Development, and Affordable Housing Policy)","Assistant Secretary for Financial Institutions","","","2017-06-12","","https://www.documentcloud.org/documents/6419837-Michael-Kipp-Kranbuhl-Financial-Disclosure.html","","","","69","michael-kipp-kranbuhl","","","","","treasury","","","","","","","","","Kranbuhl","","","","","",""
"1979","Treasury","Mitchell Allen Silk","Deputy Assistant Secretary for International Affairs (Energy & Infrastructure)","","","","2017-10-16","","https://www.documentcloud.org/documents/6419838-Mitchell-Allen-Silk-Financial-Disclosure.html","","","","69","mitchell-allen-silk","","","","","treasury","","","","","","","","","Silk","","","","","",""
"1980","Treasury","Molly Millerwise Meiners","Principal Deputy Assistant Secretary for Public Affairs","","","","2017-04-03","","https://www.documentcloud.org/documents/6419841-Molly-Millerwise-Meiners-Financial-Disclosure.html","","","","69","molly-millerwise-meiners","","","","","treasury","","","","","","","","","Meiners","","","","","",""
"1981","Treasury","Nicolle Sciara Rippeon","Senior Advisor to the U/S for Tfi","","","","2017-07-10","","https://www.documentcloud.org/documents/6419842-Nicolle-Sciara-Rippeon-Financial-Disclosure.html","","","","69","nicolle-sciara-rippeon","","","","","treasury","","","","","","","","","Rippeon","","","","","",""
"1982","Treasury","Patricia McLaughlin","Press Assistant","","","","2017-05-30","","https://www.documentcloud.org/documents/6419843-Patricia-McLaughlin-Financial-Disclosure.html","","","","69","patricia-mclaughlin","","","","","treasury","","","","","","","","","McLaughlin","","","","","",""
"1983","Treasury","Rebekah Jurata","Deputy Assistant Secretary for International Financial Stability and Regulation","","","","2017-09-05","2018-09-15","https://www.documentcloud.org/documents/6419844-Rebekah-Jurata-Financial-Disclosure.html","","","","69","rebekah-jurata","","","","","treasury","","","","","","","","","Jurata","","","White House Office","","",""
"214","Defense","Jessica S. Calio","Special Assistant, Office of the Assistant Secretary of Defense for Legislative Affairs","Special Assistant to the Assistant Secretary of Defense for Legislative Affairs for Europe/NATO","","$85,035","2017-06-25","2019-02-01","https://www.documentcloud.org/documents/4345873-Calio-Jessica-S.html","","","","16","jessica-s-calio","true","","","","defense","","","","https://www.linkedin.com/in/jessica-calio-73819079/","","","","","Calio","","","","","",""
"1984","White House Office","Rebekah Jurata","Special Assistant to the President for Economic Policy","","","","2018-09-16","","","","","","39","rebekah-jurata-white-house-office","","","","","white-house-office","","","","","","","","","Jurata","","","","","",""
"1971","Management and Budget","Marisol Garibay","Senior Advisor","","","","2018-06-01","2019-02-01","","","","","57","marisol-garibay-management-and-budget","","","","","management-and-budget","","","","","","","","","Garibay","","","Consumer Financial Protection Bureau","","",""
"1985","Treasury","Ryan Donley Brady","Deputy Executive Secretary","Executive Secretary","","","2017-06-12","2019-03-02","","","","","69","ryan-donley-brady","","","","","treasury","","","","","","","","","Brady","","","White House Office","","",""
"57","Environmental Protection Agency","Robert Frye","Special Assistant to the Deputy Associate Administrator for Congressional Affairs","","","","2017-07-24","","https://www.documentcloud.org/documents/4387738-Robert-Frye-Financial-Disclosure.html","","","","67","robert-frye","","","","","environmental-protection-agency","","","","","","","","","Frye","","","","","",""
"1989","Treasury","Anthony Sayegh (Tony Elias Sayegh)","Assistant Secretary for Public Affairs","","","","2017-03-13","","https://www.documentcloud.org/documents/6419845-Anthony-Sayegh-Tony-Elias-Sayegh-Financial.html","https://www.documentcloud.org/documents/3860632-Sayegh-Waiver-Combined.html","","","69","anthony-sayegh-tony-elias-sayegh","","","","","treasury","","","","","","","","","Sayegh)","","","","","",""
