id,name_rus,name_eng,position_rus,position_eng,office_rus,office_eng,date_of_appointment,gender,year_of_birth,age,birth_place_region_rus,birth_place_region_eng,birth_place_location_rus,birth_place_location_eng,university_rus,university_eng,grad_year,ed_level_rus,ed_level_eng,employer_rus,employer_eng,`,emp_region_eng,start_date,end_date,last_title_rus,last_title_eng,2019_fired,2020_fired,image,staff_income,spouse_income,income_2019,income_2018,notes_rus,notes_eng
166,Брытков Дмитрий Викторови,Brytkov Dmitry Viktorov,начальник управления,Head of Department,управление Генеральной прокуратуры в Уральском федеральном округе,Management of the General Prosecutor's Office in the Ural Federal District,2019,male,1973,47,Алтайский край,Altai region,Барнаул,Barnaul,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1995,специалист,specialist,Прокуратура Свердловской области,The prosecutor's office of the Sverdlovsk region,Свердловская область,Sverdlovsk region,1995,2000,,,,,http://genprok-urfo.ru/images_ckeditor/514-fac4ef5554f69012fe38d2f1d4e245a6.jpg,"3 605 028,00",,1,,,
23,,,,,,,,,,,,,,,,,,,,Прокуратура Чечни,Chechnya prosecutor's office,Чечня,chechnya,2008,2019,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
197,Букреев Константин Николаевич,Bukreev Konstantin Nikolaevich,транспортный прокурор,transport prosecutor,Московская межрегиональная транспортная прокуратура,Moscow interregion transport prosecutor's office,2019,male,1978,42,Хабаровский край,Khabarovsk region,Хабаровск,Khabarovsk,Дальневосточный юридический институт МВД,,1999,специалист,specialist,Прокуратура Хабаровского края,The prosecutor's office of the Khabarovsk Territory,Хабаровский край,Khabarovsk region,2000,,"Заместитель руководителя управления. старшим следователем прокуратуры Краснофлотского района г. Хабаровска, старшим следователем, следователем по особо важным делам, заместителем начальника отдела прокуратуры Хабаровского края, прокурором Железнодорожного района г. Хабаровска","Deputy Head. Senior investigator Krasnoflotsky region of Khabarovsk, a senior investigator, the investigator for particularly important cases, deputy head of the Khabarovsk Krai Prosecutor's Office, Prosecutor Railway district of Khabarovsk",,,http://www.mmtproc.ru/content/Image/Bukreev_info.jpg,"3 412 552,22",,1,,,
24,,,,,,,,,,,,,,,,,,,,Прокуратура Ставропольского края,The prosecutor's office of the Stavropol Territory,Ставропольский край,Stavropol region,1994,1999,Прокурор Нефтекумского района,District Attorney Neftekumskogo,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,Прокуратура Ставропольского края,The prosecutor's office of the Stavropol Territory,Ставропольский край,Stavropol region,1999,2001,Прокурор Грачевского района,District Attorney Grachevsky,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,Прокуратура Калмыкии,The prosecutor's office in Kalmykia,Калмыкия,Kalmykia,2001,2003,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,Прокуратура Калмыкии,The prosecutor's office in Kalmykia,Калмыкия,Kalmykia,2003,2005,Прокурор региона,region prosecutor,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,Прокуратура Московской области,The prosecutor's office of Moscow region,Московская область,Moscow region,2005,2006,Прокурор Подольска,prosecutor of Podolsk,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,Генеральная прокуратура,General prosecutor's Office,Москва,Moscow,2006,2007,Глава отдела,Head of the department,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,Прокуратура Вологодской области,The prosecutor's office of the Vologda region,Вологодская область,Vologda Region,2007,2017,Прокурор региона,region prosecutor,,,,,,,,,
108,Буксман Александр Эмануилович,Buksman Alexander  Emanuilovich,Первый заместитель генерального прокурора,First Deputy Prosecutor General,Генеральная прокуратура,General prosecutor's Office,2006,male,1951,69,Горьковская (Нижегородская область),Gorky (Nizhny Novgorod region),Шахунский район,Shahunsky area,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1976,специалист,specialist,Прокуратура Павлодарской области,The prosecutor's office of Pavlodar region,Казахстан,Kazakhstan,1976,1987,"Следователь Успенского, Иьичевского района, помощник прокурора Павлодарской области, зампрокурора Экибастуза, прокурор Индустриального района Павлодара","The investigator of the Assumption, Iichevskogo district assistant prosecutor of Pavlodar region, deputy prosecutor of Ekibastuz, Pavlodar prosecutor Industrial District",,1,https://phototass1.cdnvideo.ru/width/1020_b9261fa1/tass/m2/uploads/i/20191122/5240931.jpg,"6 252 624,00","4 653 520,00",1,,"подал в отставку, но доработает до пенсии — до 2021 года",
25,,,,,,,,,,,,,,,,,,,,Прокуратура Санкт-Петербурга,The prosecutor's office of St. Petersburg,Санкт-Петербург,St. Petersburg,2003,2007,Следователь,Investigator,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,Прокуратура Санкт-Петербурга,The prosecutor's office of St. Petersburg,Санкт-Петербург,St. Petersburg,2007,2012,Старший помощник прокурора Адмиралтейского района,Senior Assistant Attorney Admiralty district,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,Прокуратура Новгородской области,The prosecutor's office of the Novgorod region,Новгородская область,Novgorod region,2012,2019,Старший прокурор отдела,Senior prosecutor of,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры в Южном федеральном округе,General Prosecutor's Office of the Southern Federal District,Ростовская область,Rostov region,2019,2020,Заместитель начальника,deputy chief,,,,,,,,,
32,Бухтояров Павел Валерьевич,Bukhtoyarov Paul Valeryevich,Прокурор региона,region prosecutor,Кемеровская область — Кузбасс,Kemerovo region - Kuzbass,2011,male,1963,67,Красноярский край,Krasnoyarsk region,Красноярск,Krasnoyarsk,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1992,кандидат психологических наук,Ph.D.,Военно-воздушные войска,Air forces,,,1984,1992,,,,,https://lh3.googleusercontent.com/proxy/27IttHtjiD5bEgCveWs_6Nxu4Zx_zVw6JcMwbFgfv_H1sNGZSkziTFksE0aHvZMtHz9Tk0mV5m50AyVz4XcXuhdu7QTWgbhqK4s4yDvKHXKGfHHhNnkDB6t8uw,"3 825 529,00","640 071,00",,1,,
